party,url,content,date
liberal,https://www.liberal.ca/new-liberal-ads-liberals-move-forward-to-fight-the-climate-crisis/,"

Share





Ottawa, ON – Today, the Liberal Party of Canada released three new TV ads to highlight that a re-elected Liberal government will continue to take decisive action to fight the climate crisis.
“In October, you get to choose. We can go back to the Harper years, when the Conservatives did nothing about climate change – or fight for a better future,” said the Leader of the Liberal Party of Canada, Justin Trudeau, in one of the new ads. “I’m for moving forward for everyone. It’s that clear – and it’s that important. The future of our planet is at stake.”
The ads launch comes at the start of Global Climate Action Week. In the coming days, we will announce further ambitious action to combat the climate crisis – the defining global issue of our time. The science is clear, the evidence is clear, and Canadians are clear – we must step up and protect our environment. Our kids and grandkids are counting on us.
Over the last four years, the Liberal government took significant action to protect our environment for generations to come, including:

putting a price on the pollution that causes climate change;
banning harmful single-use plastics;
protecting nearly 14 per cent of Canada’s coasts and marine areas;
building 1,200 public transit projects across the country;
making zero-emission vehicles more accessible and affordable;
investing in energy efficiency to help families and businesses save money;
committing to phase out coal power by 2030, and investing in renewables like wind and solar;
safeguarding our oceans and coasts with our historic Oceans Protection Plan; and
making the largest conservation investments in Canadian history.

“A better future doesn’t just happen. We make it happen,” said Mr. Trudeau. “Andrew Scheer doesn’t think it’s possible to grow the economy and fight climate change. He’s wrong. Our plan will create jobs, reduce pollution, and leave a healthier planet for our kids and grandkids.”
New Liberal Ad: Choose Forward — Grouse Grind
New Liberal Ad: Choose Forward — Climate Action
New Liberal Ad: Choisir d’avancer — l’environnement
",2019-09-24
liberal,https://www.liberal.ca/scheer-must-cancel-closed-door-event-that-promotes-private-health-care/,"

Share





Ottawa, ON – The following is a statement by Liberal MPs: Hon. Dr. Hedy Fry, John Oliver, Kamal Khera, Sonia Sidhu, Rob Oliphant, Hon. Dr. Carolyn Bennett, and Dr. Doug Eyolfson.
________________________________________
“Andrew Scheer’s Conservatives have been caught holding a private, closed-door $250 strategy session on health care privatization. Yesterday, we wrote to Andrew Scheer, calling on him to cancel this inappropriate event.
“For $250, Conservatives are selling access to Lisa Raitt, Pierre Poilievre, and Marilyn Gladu for a one-night-only event to discuss the ‘business of healthcare.’
“They’re calling Pierre Poilievre the next Finance Minister and Marilyn Gladu ‘our next Health Minister.’ It’s completely inappropriate. If this isn’t selling access, we don’t know what is.
“It’s no accident when Conservatives talk about the healthcare and business in the same breath. Canadians know that they mean privatization.
“The Conservative example in Ontario is alarming. Doug Ford was recently accused of making plans to privatize healthcare and he has made indefensible cuts to funding for children with autism.
“Liberals are committed to public health care – like our Budget 2019 commitment to move forward on implementing national pharmacare to make prescription drugs more affordable and accessible to more Canadians. Meanwhile, Conservatives want to roll back the clock to an era when your quality of healthcare depended on how much you could pay.
“Liberals are proud of Canada’s healthcare system, one based on need and not ability to pay. We believe in patients over profits and that all you should need to get healthcare in Canada is your health card, not your credit card. It was a Liberal government that introduced the Canada Health Act and our Liberal government will continue to ensure that all Canadians have access to health services and to ensure our system remains fair for all Canadians.”
– 30 –
Letter to Andrew Scheer from Liberal MPs: http://www.liberal.ca/wp-content/uploads/2019/04/Letter-to-Andrew-Scheer-The-Business-of-Healthcare.pdf
",2019-04-11
liberal,https://www.liberal.ca/liberals-move-forward-to-make-before-and-after-school-care-more-accessible-for-families/,"

Share





Waterloo, ON – A re-elected Liberal government will help up to 250,000 more public school kids get a spot in before and after-school programs and nearly double federal spending on child care.
Kids across Canada are heading back to school this month. But for many families with elementary school children, finding a spot in before and after school care programs will be difficult and expensive. In 2019, less than one in three elementary school kids will be able to get a space — and in Ontario, for families lucky enough to get a spot, it will cost them more than $4,000 this year. Meanwhile, parents who work late shifts or irregular hours have even fewer child care options. Since child care still falls disproportionately to women, moms are too often left to shoulder the responsibility.
“Parents shouldn’t have to worry about finding quality child care that won’t break the bank. But for too many families, getting their kids the care they need is challenging and expensive. That’s unacceptable,” said the Leader of the Liberal Party of Canada, Justin Trudeau. “Today, we’re investing to create hundreds of thousands of new before and after school spaces and lower the costs of child care for families.”
A re-elected Liberal government will help parents with elementary school kids by doing the following:

We will create up to 250,000 more before and after school spaces for kids under the age of ten;
We will put $800 back into the pockets of the average Ontario family of four — every year — by lowering parents’ fees by ten percent across the country. More than one million families will benefit;
We will dedicate a portion of the new spaces to provide more child care options for parents who work overtime, late shifts, or multiple jobs so they can count on help when they need it most.

We will do this by nearly doubling the federal support we provide to the provinces and territories through the Early Learning and Child Care Framework, investing at least $535 million more each year.
These measures build on four years of Liberal investments in child care and families, including:

the Canada Child Benefit, which — in addition to investments in child care — is putting more money in the pockets of nine out of ten families to help with the high cost of raising kids. Since 2015, the CCB has helped lift more than 300,000 Canadian kids out of poverty;
the Early Learning and Child Care Framework, which invested $7.5 billion dollars to create tens of thousands of new child care spaces around the country; and
a commitment to develop an additional 40,000 high quality and affordable learning spaces each year, rising to 100,000 by 2030.

“Just like Stephen Harper, Andrew Scheer’s idea of helping families is to give tax cuts to those who attend private schools,” said Mr. Trudeau. “Canadian families need high quality, affordable child care solutions, not tax breaks for the wealthy at everyone else’s expense. Liberals have a real plan to make smart investments now, so that families can get the care they need for their kids, and help them get the best start possible in life.”
Backgrounder: Making before and after school care more accessible and affordable for families
",2019-09-16
liberal,https://www.liberal.ca/world-mental-health-day-statement-by-the-leader-of-the-liberal-party-of-canada/,"

Share





The Leader of the Liberal Party of Canada, Justin Trudeau, today issued the following statement on World Mental Health Day:
“Kids and parents. Friends and loved ones. Colleagues at work and folks in our communities. Mental health affects all of us – and that’s why we need to talk about it. Having an honest conversation, sharing our stories with compassion and openness – these are ways we can make it easier for people to reach out and get the help they need. Yet too often, fear of stigma makes people suffer in silence. World Mental Health Day is a chance to change that.
This year, World Mental Health Day focuses on suicide prevention. No family should have to go through losing a loved one to suicide. No one should have to feel hopeless because they can’t get the support they need. That’s why we’re going to set clear national standards for access to mental health services – to make sure every Canadian can get quality support quickly, when they need it most.
In Canada, too many Indigenous communities lose young people, elders, parents, and friends to suicide. Over the last four years, we’ve made important progress through initiatives like the Inuit-led National Inuit Suicide Prevention Strategy, but much more needs to be done. Last month, we announced that a re-elected Liberal government will work together with Indigenous peoples to create distinctions-based Indigenous health legislation, to make sure Indigenous communities have access to high quality, culturally-relevant health care and mental health services.
We’ve made mental health a priority because no one should ever have to suffer in silence. Yet too many Canadians go through these struggles without the help they need – and that’s especially true for veterans. That’s unacceptable, and that’s why we will make sure every veteran has access to high quality mental health care, when and where they need it. We will move forward with a new rapid-response service, and we will reach out to every Canadian veteran to make sure they know about the help available. We will also make it easier for veterans to get disability benefits, and give our veterans up to $3,000 in additional free counselling services before a disability claim is required.
In the past four years, our Liberal government has made major strides to advance mental health. We made Canada’s largest-ever investment in mental health, and working with the provinces and territories, we made mental health a key priority in our health accords for the first time in Canadian history.
But this is just the beginning, and we’re going to keep building on our work. A re-elected Liberal government will include mental health as a specific element of occupational health and safety in the Canada Labour Code. Understanding that addiction is closely tied to mental health, we will invest to help more people access the addiction treatment services they need. We will also strengthen support for LGBTQ2 communities, including by further investing in the mental health crisis hotline we launched earlier this year.
No matter who we are or what we do, there is no shame in struggling with a mental health issue. Mental health affects all of us, whether someone we love is suffering or we’ve gone through these struggles ourselves. Let’s work together to break down stigma, move forward, and build a healthier Canada for everyone.”
",2019-10-10
liberal,https://www.liberal.ca/in-their-own-words-in-leaders-debate-justin-trudeau-shows-hell-move-canada-forward/,"

Share





Tonight, Liberal Leader Justin Trudeau underscored the choice Canadians have to make on October 21: keep moving forward with the progress achieved over the past four years or go back to the politics of the Harper years. Here is what some people are saying about tonight’s debate:
2019 TVA Face-to-Face Debate.
Quotations are included in their original language.
« On jase là… mettons qu’une partie de l’auditoire décide de se coucher après la 1ère heure: Trudeau est combatif, Blanchet est crédible, Singh dépasse les attentes sans tout casser, et Scheer va avoir mal partout demain matin… » – Jonathan Trudeau (Journal de Québec), Twitter, 2 oct 2019
« On peut critiquer la taxe sur le carbone. Mais il est archi-faux de dire qu’elle n’a pas d’effet significatif. Extrait du rapport du DPB: elle “réduirait les émissions de GES de 50 à 60 Mt en 2022” » – Paul Journet (La Presse), Twitter, 2 oct 2019
“Trudeau hammering hard on themes one and two in the debate so far, spending most of his time challenging Scheer vs Blanchet or Singh” – Mercedes Stephenson (Global), Twitter, 2 Oct 2019
“Trudeau is doing on Bill 21 what Scheer did not do on abortion – state his position” – Tasha Kheiriddin, Twitter, 2 Oct 2019
“Scheer repeats his thoroughly-debunked claim that his plan would do lots! for the environment.”– Justin Ling (Freelance Journalist), Twitter, October 2, 2019
« Premier moment fort : Trudeau insiste pour avoir l’opinion personnelle de Scheer sur l’avortement et le droit des femmes. Scheer refuse de répondre. Peu convaincant. » – Jonathan Trudeau (Journal de Québec), Twitter, 2 oct 2019
« Blanchet parle de l’épisode Anticosti en disant qu’il était content de se retirer de cela (après avoir été battu…) et que la cimenterie McInnis était un projet vert avant l’arrivée du PLQ… Heu? » – Jonathan Trudeau (Journal de Québec), Twitter, 2 oct 2019
« @yfblanchet défend l’exploration pétrolière du gouv. Marois sur Anticosti. “J’ai joué dans ce film-là”, admet-il. » – Fannie Olivier (Radio-Canada), Twitter, 2 oct 2019
« Constat : Chaque fois que Scheer hésite en français, Trudeau en profite pour le couper et prendre la parole. Scheer ne semble jamais pouvoir conserver la parole dans ces cas-là. » – Christopher G. Nardi (Journal de Montreal), Twitter, 2 oct 2019
“15 minutes in and Scheer has been the punching bag on social issues, so far. “Yes or no,” Trudeau presses him repeatedly on woman’s right to choose.” – Glen McGregor (CTV), Twitter, 2 Oct 2019
“Trudeau is using his superior linguistic skills to his advantage, making it difficult for Scheer to make his points. And a couple times Singh has kind of chimed in, agreeing with Trudeau’s attacks.” – Stephen Maher, Twitter, 2 Oct 2019
« Sur un éventuel pipeline vers l’Est, Scheer refuse de dire s’il l’imposerait au Québec. » – Étienne Leblanc (Radio-Canada), Twitter, 2 oct 2019
« En gros, la position de Scheer sur le pétrole, c’est que puisque c’est comme ça maintenant, on ne peut pas changer, parce que ça changerait comment c’est maintenant. » – Mathieu Charlebois (L’Actualité), Twitter, 2 oct 2019
“Trudeau pressed Scheer repeatedly on a woman’s right to choose.” – Associated Press, 2 Oct 2019
« Est-ce que c’est juste moi, ou j’ai de moins en moins l’impression d’entendre Jagmeet Singh au fur et à mesure que la soirée avance ? Peut-être juste une perception… » – Christopher G. Nardi (Journal de Montreal), Twitter, 2 oct 2019
« Et maintenant, [question] sur la place du Qc au Canada. Trudeau part : “je reconnais la nation québécoise. Les Québécois ont des valeurs que je partage. » – Christopher G. Nardi (Le Journal de Montreal), Twitter, 2 oct 2019
“Andrew Scheer artfully avoids the F-bomb — Ford — when asked about francophone cuts in Ontario. (Most actually restored though the French-language commissioner has not been reinstated.)” – Robert Benzie (Toronto Star), Twitter, 2 Oct 2019
",2019-10-02
liberal,https://www.liberal.ca/justin-trudeau-delivers-remarks-to-supporters-in-markham/,"

Share





Markham, ON – Justin Trudeau, Leader of the Liberal Party of Canada, will deliver remarks to supporters at an open Liberal fundraising event in Markham on December 13, 2018.
The Liberal Party of Canada has committed to the strongest standards in federal politics for openness and transparency, and is challenging other parties to do the same.
For Liberal fundraising events that include Ministers or the Leader as the special guest, Canadians are now able to view upcoming events posted at least 3 days in advance, and access event reports and lists of guests no more than 45 days after each event. These events are hosted in publicly accessible spaces only, and the party has also committed to facilitating media coverage.
More details are available at https://www.liberal.ca/openfundraising/
To facilitate media coverage, members of the press are invited to cover remarks being delivered by Mr. Trudeau in Markham:
Thursday, December 13, 2018
7:30 PM – Remarks by Justin Trudeau
Crystal Fountain
60 McDowell Gate
Markham, ON, L6G 1B5
Notes for Media:
Open coverage for remarks
Media must arrive by 7:00 PM
Media should enter through the North Ballroom entrance.
RSVP: media@liberal.ca
Please note: all times are local.
",2018-12-12
liberal,https://www.liberal.ca/justin-trudeau-joins-supporters-at-events-in-montreal/,"

Share





Montreal, QC – Justin Trudeau, Leader of the Liberal Party of Canada, will join supporters for two events in Montreal on Sunday, August 19, 2018: a grassroots fundraising reception with Antoni Porowski, and the 2019 Liberal nomination event for Papineau.
Sunday August 19, 2018
10:15 AM – Pride Pride Brunch Reception with Justin Trudeau and Antoni Porowski
Hôtel Nelligan
106 rue, Saint-Paul Ouest
Montréal Québec H2Y 1Z3
Notes for Media: Open coverage for remarks – Media should arrive by 9:30 AM
5:00 PM – Justin Trudeau’s 2019 Nomination Event in Papineau
Centre culturel roumain de Montréal
8060 Christophe Colomb Ave
Montreal, Quebec H2R 2S9
Notes for Media: Open coverage – Media should arrive by 4:30 PM
Please note that all times are local.
",2018-08-17
liberal,https://www.liberal.ca/statement-by-the-leader-of-the-liberal-party-on-rosh-hashana/,"

Share





Ottawa, ON – The Leader of the Liberal Party of Canada, Justin Trudeau, today issued the following statement on Rosh Hashana:
“Tonight, at sunset, Jewish communities in Canada and around the world will celebrate Rosh Hashana, the Jewish New Year.
Rosh Hashana marks the start of the High Holidays, culminating in Yom Kippur. It is a time to reflect on the past year, and turn towards the future with hope. As family and friends dip apples in honey and share special meals together, we remember what matters most – spending time with loved ones and working to build a better world.
Just like today is a chance to celebrate the many contributions of Jewish Canadians, it is also a time to recommit to fighting antisemitism, hatred, and discrimination in all their forms. For many Jewish Canadians, this year has been a difficult one. Communities in Canada and beyond have suffered violent acts of hate – acts that have no place in our country, or our world. We will always stand with the Jewish community, and stand united against hate – and together, we will make our world a better one.
Our diversity, compassion, and openness are Canada’s strengths. Today, I encourage all Canadians to reflect on how we can bring those values to life every day.
On behalf of our family, Sophie and I wish everyone celebrating a joyful and peaceful New Year.
Shana Tova Umetuka!”
",2019-09-29
liberal,https://www.liberal.ca/itinerary-for-justin-trudeau-september-19-2019/,"

Share





Please note all times are local.
Media appearance:
7:15 a.m. – An interview with Justin Trudeau will air on Le réveil – ICI Radio-Canada Première, Nouveau-Brunswick.
Winnipeg, Manitoba
1:15 p.m. – Leader of the Liberal Party of Canada, Justin Trudeau, will hold a media availability.
Bannatyne Avenue at King Street
Notes for media:
Open coverage
Media must arrive by 1:00 p.m.
RSVP: media@liberal.ca
Saskatoon, Saskatchewan
6:00 p.m. – Leader of the Liberal Party of Canada, Justin Trudeau, will deliver remarks.
Delta Bessborough Hotel
601 Spadina Crescent East
Notes for media:
Open coverage
Media must arrive by 5:30 p.m.
RSVP: media@liberal.ca
",2019-09-19
liberal,https://www.liberal.ca/liberals-announce-2019-campaign-director/,"

Share





Ottawa, ON – Justin Trudeau and the Liberal Party of Canada announced today that Jeremy Broadhurst will serve as Campaign Director for the 2019 federal election campaign.
“We’ve been making real progress together since 2015 to strengthen our middle class, grow our economy, and protect a clean environment for our kids and grandkids, and the 2019 campaign offers us the opportunity to work even harder for Canadians in the years ahead,” said Justin Trudeau, Leader of the Liberal Party of Canada. “Jeremy Broadhurst’s leadership was instrumental in our party’s modernization and our work together to earn a majority mandate from Canadians 2015. His proven record of success on both local and national campaigns, and in government, will help us continue to build a 2019 campaign that is innovative, empowering, and competitive in every part of Canada.”
Jeremy Broadhurst served as National Director of the Liberal Party of Canada from 2013 to 2015, and led a new party-wide commitment to innovative campaign technologies and grassroots field organizing – helping take the party from third place to a majority government in one election cycle. Jeremy comes to the campaign after having served as Chief of Staff to Canada’s Minister of Foreign Affairs, the Hon. Chrystia Freeland, from 2017-19, and Deputy Chief of Staff and Deputy Principal Secretary to the Prime Minister from 2015-17. He has served as a senior advisor to every Liberal Leader since Interim Leader Bill Graham.
“Justin Trudeau and Liberals across Canada earned a mandate in 2015 on the strength of more than four million conversations with Canadians and the involvement of more than 80,000 dedicated volunteers, and we’ll need even more of that hope and hard work over the course of the next 173 days,” said Broadhurst. “I look forward to working closely with our Leader, our National Campaign Co-Chairs, and our campaign staff and volunteers across Canada to build a positive, innovative, and forward-looking campaign that will re-elect Justin Trudeau and even more Liberal candidates this October.”
Jeremy’s appointment as Campaign Director follows January’s announcement of the Hon. Navdeep Bains, Nikki Hipkin, Brittney Kerr, the Hon. Dominic LeBlanc, and Sylvie Paradis as Co-Chairs of the Party’s 2019 National Campaign Committee, and the September 2018 announcement of the Hon. Ralph Goodale and Mona Fortier’s roles as Co-Chairs of the National Platform Committee.
Liberal campaigns across Canada have started 2019 strong, with new by-election victories, growth in grassroots fundraising, more than 180 nominated candidates, and the momentum of more than 1.3 million new conversations with Canadians and 1,000 volunteer engagement events over the past year – the party’s largest-ever volunteer mobilization outside of an election.
",2019-05-01
liberal,https://www.liberal.ca/justin-trudeau-joins-supporters-at-community-bbq-in-brampton-ontario/,"

Share





Brampton, ON – Justin Trudeau will join local Liberals and Brampton Liberal MPs on September 15, 2018 for a community BBQ in Brampton.
The Liberal Party of Canada’s recent Summer of Action campaign has seen volunteers across Canada start thousands of new conversations with Canadians on the doorstep – focused on their ideas for building a better future. More than 54,000 Ontarians have registered as new Liberals in the last two years alone – and that grassroots support is continuing to grow every day.
Media are invited to cover remarks being delivered by Mr. Trudeau to volunteers and supporters in Brampton:
Community BBQ with Justin Trudeau and Brampton Liberal MPs
September 15, 2018
3:00 PM EDT
Chinguacousy Park
9050 Bramalea Road
Brampton, ON, L6S 6G7
Notes for Media:
Open media coverage
Media must arrive by 2:30PM
RSVP: media@liberal.ca
Please note: all times are local.
",2018-09-14
liberal,https://www.liberal.ca/justin-trudeau-delivers-remarks-to-supporters-in-edmonton/,"

Share





Edmonton, AB- Justin Trudeau, Leader of the Liberal Party of Canada, will deliver remarks to supporters at a Liberal fundraising event in Edmonton on September 5, 2018.
The Liberal Party of Canada has committed to the strongest standards in federal politics for openness and transparency, and is challenging other parties to do the same.
For Liberal fundraising events that include Ministers or the Leader as the special guest, Canadians are now able to view upcoming events posted at least 3 days in advance, and access event reports and lists of guests no more than 45 days after each event. These events are hosted in publicly accessible spaces only, and the party has also committed to facilitating media coverage.
More details are available at https://www.liberal.ca/openfundraising/
To facilitate media coverage, members of the press are invited to cover remarks being delivered by Mr. Trudeau in Edmonton:
Wednesday, September 5, 2018
7:15 PM – Remarks by Justin Trudeau
Delta Hotel Edmonton South
4404 Gateway, Blvd NW
Edmonton, AB T6H 5C2
Notes for Media:
Open coverage for remarks
Media must arrive by 6:30 PM
RSVP: media@liberal.ca
Please note: all times are local.
",2018-09-04
liberal,https://www.liberal.ca/andrew-scheers-fake-climate-plan-wont-protect-the-environment/,"

Share





Ottawa, ON – In response to Andrew Scheer’s fake climate plan, Catherine McKenna, Liberal M.P. for Ottawa Centre, released the following statement:
“It has been 416 days since Andrew Scheer promised a climate plan. There is a reason he waited until the last hours of this Parliament. He wanted nobody around to debate ideas that will cost Canadians more while doing less to protect our environment and the future for our kids.
“The Conservatives are ignoring the smartest companies and leading economists who tell us fighting climate change is a recipe for global stability and economic success. Extreme weather events are increasing in severity and costs are spiraling. All the while, Conservative politicians like Jason Kenney and Doug Ford make cuts to flood and wildfire management programs and do less to fight pollution.
“Canadians want an ambitious and sensible climate plan that keeps a healthy economy growing while tackling emissions at home and with partners around the world. Not a return to the failed policies of the past, written by fringe oil lobbyists who want to have unlimited pipelines and to gut environmental protections and shut down public input. Unfortunately, that is what the Conservatives want Canadians to accept.”
",2019-06-19
liberal,https://www.liberal.ca/justin-trudeau-joins-supporters-at-team-trudeau-nomination-event-with-annie-talbot/,"

Share





Saint-Augustin-de-Desmaures, QC – Justin Trudeau will join local Liberals for Annie Talbot’s Team Trudeau 2019 nomination event for Portneuf—Jacques-Cartier on August 19, 2019.
Annie Talbot is a dedicated community leader, and former President and Director General of the National Museum of Fine Arts Foundation of Quebec and Director General of the La Presse Foundation.
In this fall’s important election, Quebeckers and all Canadians will have a clear choice. While Conservatives want to go backward with austerity and cuts to vital services that families rely on, Liberals are focused on moving forward with our positive plan to invest in the middle class. More than 53,000 Québecers have registered as new Liberals since the last election – and that grassroots support is continuing to grow every day.
Media are invited to cover remarks being delivered by Mr. Trudeau to volunteers and supporters in Portneuf—Jacques-Cartier:
2019 Liberal Nomination event with remarks from Justin Trudeau and Annie Talbot
Monday, August 19, 2019
6:30 PM
La Piazzetta
3695 de l’Hêtrière St.
Saint-Augustin-de-Desmaures, QC, G3A 1X1
Notes for Media:
Open media coverage
Media must arrive by 6:00 PM
RSVP: media@liberal.ca
Please note: all times are local.
",2019-08-18
liberal,https://www.liberal.ca/new-liberal-ads-liberals-to-give-more-support-to-seniors-and-retirees/,"

Share





Toronto, ON — Today, the Liberal Party of Canada released a new set of ads reminding Canadians that when the Conservatives were last in office, they made life harder for seniors and older Canadians looking forward to retirement.
When Stephen Harper’s Conservatives raised the age of retirement, it took thousands of dollars away from seniors — forcing them to work longer, and preventing them from spending time with their families. Andrew Scheer’s Conservatives are the same. He voted against lowering the age of retirement back to 65, and his party pledged to reverse the changes we made to strengthen the Canada Pension Plan.
“Whenever the Conservatives cut taxes, they cut them for the wealthy — and in this election, it’s no different,” says Leader of the Liberal Party, Justin Trudeau, in one of the new ads. “I just don’t think that’s right. I’m for moving forward, for everyone.”
To help older Canadians save more money and retire with confidence, the Liberals have:

Lowered the retirement age back to 65;
Made the most significant enhancement to the Canada Pension Plan since its creation;
Increased Old Age Security and the Guaranteed Income Supplement;
Lifted 50,000 seniors out of poverty;
Promised to lift another 20,000 seniors out of poverty by increasing Old Age Security again when seniors turn 75; and
Promised to give up to $2,080 in additional benefits, every year, to those who’ve lost a loved one by increasing survivor’s benefits.

Along with giving more support to seniors, a re-elected Liberal government will also lower taxes for the middle class and make life more affordable for those who need a break — not for the wealthiest one per cent.
“The Conservative approach gives tax breaks to millionaires,” continues Mr. Trudeau in one of the ads. “We believe in helping those who need it most: middle class Canadians and those working hard to join them.”
New Liberal Ad: Choose Forward — Seniors
New Liberal Ad: Choose Forward — Seniors (Full)
",2019-10-01
liberal,https://www.liberal.ca/justin-trudeau-speaks-to-supporters-at-a-summer-bbq-in-timmins-ontario/,"

Share





Timmins, ON – Justin Trudeau will join local Liberals and Liberal MPs from Ontario on August 29, 2018 for a summer BBQ in Timmins.
As part of the Liberal Party of Canada’s Summer of Action campaign, volunteers across Canada have been starting thousands of new conversations with Canadians on the doorstep – focused on their ideas for building a better future. More than 51,000 Ontarians have registered as new Liberals in the last two years alone – and that grassroots support is continuing to grow every day.
Media are invited to cover remarks being delivered by Mr. Trudeau to volunteers and supporters in Timmins:
Summer BBQ with Justin Trudeau and Northern Ontario Liberals
29 August, 2018
5:30 PM EDT
Mountjoy Historical Conservation Area
600 Riverside Drive
Timmins, ON, P4N 3W5
Notes for Media:
Open media coverage
Media must arrive by 5:00 PM
RSVP: media@liberal.ca
Please note: all times are local.
",2018-08-28
liberal,https://www.liberal.ca/liberal-party-of-canada-invites-media-to-join-2019-national-leaders-tour/,"

Share





Ottawa, ON – The Liberal Party of Canada is inviting media organizations to join Justin Trudeau for the 2019 national leader’s tour in the upcoming federal election.
Media are invited to submit their accreditation applications here: https://action.liberal.ca/2019-national-leaders-tour/
Tour fees are:

$1,000 per day;
$5,500 per week; or
$27,000 for the full campaign.

Canadians will have an important choice to make in this election. While Conservatives are focused on going backward with cuts to vital services that families rely on, Liberals are focused on moving forward with our positive plan to invest in the middle class.
Questions about media planning for the 2019 Liberal leader’s tour can be directed to: cseguin@liberal.ca
",2019-08-30
liberal,https://www.liberal.ca/liberal-supporters-start-election-year-with-strong-q1-fundraising-results/,"

Share





Ottawa, ON – The Liberal Party of Canada has started this election year with another quarter of strong grassroots fundraising results, with more than 33,290 Canadians (up from 28,960 in Q1 of 2018) contributing $3,857,163 to support Justin Trudeau and the Liberal team’s positive plan to strengthen the middle class and grow our economy.
A growing base of grassroots donors in Q1 of 2019 also builds on the success of the preceding two quarters, with the Liberal Party having recently achieved its best-ever Q3 and Q4 fundraising results outside of an election campaign.
“Liberal campaigns across Canada have started 2019 strong, with new by-election victories, growth in grassroots fundraising, and the momentum of more than 1.3 million new conversations with Canadians and 1,000 volunteer engagement events over the past year,” said Suzanne Cowan, President of the Liberal Party of Canada. “While Andrew Scheer’s Conservatives are focused on the same politics of secrecy and division that we all remember from Stephen Harper, Canadians are supporting Justin Trudeau’s positive progress to strengthen the middle class, grow the economy, and protect a clean environment for our families.”
The median donation to the Liberal Party in Q4 was just $10 at a time, and 96 percent of all donations were under $200 – an example of the party’s strong and growing success with grassroots fundraising. Q1 of 2019 also continued to see more active monthly grassroots donors to the Liberal Party of Canada than at any other time in the party’s history, and the month of March saw a 167% increase in online fundraising compared to the same month last year.
Recent filings with Elections Canada have also highlighted that Liberal supporters are getting far more value for their donations than Conservatives. The 2017 annual returns show that the Conservative Party spent $7,189,100 on fundraising expenses throughout the year while the Liberal Party spent just $2,702,363.
Throughout this mandate, local Liberal riding associations have also continued to outraise their Conservative counterparts by as much as 3-to-1.
",2019-04-30
liberal,https://www.liberal.ca/statement-by-the-leader-of-the-liberal-party-on-the-mid-autumn-festival/,"

Share





The Leader of the Liberal Party of Canada, Justin Trudeau, today issued the following statement on the celebration of the Mid-Autumn Festival:
“Tonight, Chinese, Korean, Japanese, and Vietnamese communities in Canada and around the world will celebrate the Mid-Autumn Festival.
Also known as the Moon Festival, the Mid-Autumn Festival is a time for family and friends to come together to celebrate the harvest and give thanks for the year’s successes. A full moon will shine over the festivities – a symbol of prosperity and unity.
As we light lanterns and eat mooncakes, we are reminded of the many cultures and communities that make Canada such a great place to live. Chinese, Korean, Japanese, and Vietnamese Canadians make important contributions to our country every day, and help build a better Canada.
Today, let’s recognize the blessings of the season, and appreciate everything that unites us. On behalf of our family, Sophie and I wish everyone celebrating a happy Mid-Autumn Festival.”
",2019-09-13
liberal,https://www.liberal.ca/justin-trudeau-delivers-remarks-to-supporters-in-toronto-6/,"

Share





Toronto, ON – Justin Trudeau, Leader of the Liberal Party of Canada, will deliver remarks to supporters at an open Liberal fundraising event in Toronto, ON, on August 13, 2019.
In this fall’s important election, Ontarians and all Canadians will have a clear choice. While Conservatives want to go backward with cuts to vital services that families rely on, Liberals are focused on moving forward with our positive plan to invest in the middle class.
The Liberal Party of Canada has also committed to the strongest standards in federal politics for openness and transparency with political fundraising events, and is challenging other parties to do the same.
More details are available at https://www.liberal.ca/openfundraising/
To facilitate media coverage, members of the press are invited to cover remarks being delivered by Justin Trudeau in Toronto:
Tuesday, August 13, 2019
6:00 PM – Remarks by Justin Trudeau in Toronto, ON
The Fairmont Royal York Hotel – Imperial Ballroom
100 Front Street West
Toronto, Ontario, M5J 1E3
Notes for Media:
Open coverage for remarks
Media must arrive by 5:30 PM
RSVP: media@liberal.ca
Please note: all times are local.
",2019-08-12
